Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Value Form,EP Next,ICT Index,BPS,Penalties Order,Direct Freekick Order,Corners/ Indirect Order,Chance Of Playing Select value x,Availability Select value x,News,Selected By Percent,Transfers In,Transfers In Event,Transfers Out,Transfers Out Event,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Influence,Creativity,Threat,In Dreamteam,News Added,ID,Fetched From FPL (London time)
André Gomes,Midfielder,Everton,4.4,0,0,0,0,0,0,0,0,,,,0,Injured,Calf injury - Unknown return date,0.1,5162,29,21985,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Sep 28, 17:00",244,"Fri Dec 1, 18:15:03"
Arrizabalaga,Goalkeeper,Chelsea,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,One year loan deal to Real Madrid,0.2,1775,0,83458,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Aug 15, 08:06",187,"Fri Dec 1, 18:15:03"
Arter,Midfielder,Nottm Forest,4.3,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,11947,5407,8223,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,435,"Fri Dec 1, 18:15:03"
Ashby,Defender,Newcastle,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Swansea,0,0,0,2180,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 7, 07:49",404,"Fri Dec 1, 18:15:03"
Aubameyang,Forward,Chelsea,6.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,,0,0,0,1940,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 24, 09:59",188,"Fri Dec 1, 18:15:03"
Austin,Goalkeeper,Spurs,3.9,0,0,0,0,0,-1,0,0,,,,100,Available,,0.2,7371,440,11536,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,491,"Fri Dec 1, 18:15:03"
Ayari,Midfielder,Brighton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Coventry City,0,483,0,4827,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 23, 08:37",124,"Fri Dec 1, 18:15:03"
Azpilicueta,Defender,Chelsea,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Left the club as a free agent,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Jul 6, 16:30",189,"Fri Dec 1, 18:15:03"
B.Aguilera,Midfielder,Nottm Forest,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Estoril,0,0,0,1082,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 10, 13:50",434,"Fri Dec 1, 18:15:03"
B.Badiashile,Defender,Chelsea,4.4,0,0,0,0,0,0,4,10,,,,100,Available,,0,3386,503,5043,190,90,0,0,0,4,4,0,0,0,0,0,0,0,23.2,0.1,17,,"Thu Aug 3, 10:30",191,"Fri Dec 1, 18:15:03"
B.Williams,Defender,Man Utd,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Ipswich Town,0.1,1224,0,12070,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 25, 08:38",374,"Fri Dec 1, 18:15:03"
Baba,Defender,Chelsea,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent Transfer to PAOK,0,0,0,264,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Jul 13, 08:07",190,"Fri Dec 1, 18:15:03"
Bailly,Defender,Man Utd,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Süper Lig club Be?ikta?,0.1,2895,0,15582,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Sep 6, 09:24",375,"Fri Dec 1, 18:15:03"
Bajcetic,Midfielder,Liverpool,4.7,0,0,0,0,0,0,0,0,,,,0,Injured,Calf injury - Unknown return date,0,1001,5,4788,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 29, 10:30",292,"Fri Dec 1, 18:15:03"
Baker-Boaitey,Midfielder,Brighton,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,166,74,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,742,"Fri Dec 1, 18:15:03"
Balcombe,Goalkeeper,Brentford,3.9,0,0,0,0,0,0.5,0,0,,,,100,Available,,0.2,6798,744,11709,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,91,"Fri Dec 1, 18:15:03"
Ballo-Touré,Defender,Fulham,4.5,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0,2379,88,1708,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,707,"Fri Dec 1, 18:15:03"
Balogun,Forward,Arsenal,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transferred to Monaco,0.2,10024,0,59925,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 31, 08:55",1,"Fri Dec 1, 18:15:02"
Bastien,Midfielder,Burnley,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Has joined Kasimpasa S.K. on loan,0,326,0,2581,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Sep 18, 10:36",158,"Fri Dec 1, 18:15:03"
Beach,Goalkeeper,Chelsea,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1031,35,677,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,680,"Fri Dec 1, 18:15:03"
Bech,Defender,Brentford,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transferred to Midtjylland,0.1,2309,0,14351,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 21:46",93,"Fri Dec 1, 18:15:03"
Benda,Goalkeeper,Fulham,4,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0,1955,98,943,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,692,"Fri Dec 1, 18:15:03"
Bentley,Goalkeeper,Wolves,3.9,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0.6,33580,3429,22953,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,546,"Fri Dec 1, 18:15:03"
Bergström,Goalkeeper,Chelsea,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1599,20,1261,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,659,"Fri Dec 1, 18:15:03"
Bettinelli,Goalkeeper,Chelsea,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1109,54,1750,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 3, 10:30",192,"Fri Dec 1, 18:15:03"
Biancone,Defender,Nottm Forest,3.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Olympiacos,0.1,1479,0,8398,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Sep 18, 10:34",438,"Fri Dec 1, 18:15:03"
Bidstrup,Midfielder,Brentford,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transfer to Red Bull Salzburg on a permanent basis,0,0,0,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 19, 08:50",94,"Fri Dec 1, 18:15:03"
Bolla,Defender,Wolves,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Servette,0.5,11202,0,51592,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Sep 2, 08:44",547,"Fri Dec 1, 18:15:03"
Bowler,Midfielder,Nottm Forest,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Cardiff City,0,0,0,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 4, 09:38",440,"Fri Dec 1, 18:15:03"
Brierley,Midfielder,Brentford,4.5,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,1450,54,924,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,684,"Fri Dec 1, 18:15:03"
Brooking,Defender,Chelsea,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1026,77,549,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,723,"Fri Dec 1, 18:15:03"
Buendia,Midfielder,Aston Villa,5.7,0,0,0,0,0,0,0,0,,,,0,Injured,Knee injury - Expected back 10 Feb,0,573,11,16811,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 10, 11:00",35,"Fri Dec 1, 18:15:02"
Buyabu,Defender,Sheffield Utd,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,806,77,318,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,731,"Fri Dec 1, 18:15:03"
Campbell,Midfielder,Luton,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Millwall,0,182,0,3757,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 15:34",319,"Fri Dec 1, 18:15:03"
Cancelo,Defender,Man City,5.8,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Barcelona,1.1,23685,0,270250,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 21:47",346,"Fri Dec 1, 18:15:03"
Canós,Midfielder,Brentford,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Valencia,0,292,0,3737,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 21, 08:27",95,"Fri Dec 1, 18:15:03"
Carson,Goalkeeper,Man City,3.9,0,0,0,0,0,1,0,0,,,,100,Available,,0.1,5512,117,5624,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,347,"Fri Dec 1, 18:15:03"
Chalobah,Defender,Chelsea,4.3,0,0,0,0,0,0,0,0,,,,0,Injured,Hamstring injury - Unknown return date,0,733,16,16573,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 16:00",194,"Fri Dec 1, 18:15:03"
Chambers,Defender,Aston Villa,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,1,39927,1328,75067,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,37,"Fri Dec 1, 18:15:02"
Chambers,Defender,Liverpool,4,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,1430,104,681,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,726,"Fri Dec 1, 18:15:03"
Charles,Midfielder,Man City,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent Transfer to Southampton,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Jul 11, 09:00",348,"Fri Dec 1, 18:15:03"
Chiquinho,Midfielder,Wolves,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Stoke City,0,0,0,708,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 24, 10:00",549,"Fri Dec 1, 18:15:03"
Churlinov,Midfielder,Burnley,4.4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1097,40,3243,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 31, 18:00",162,"Fri Dec 1, 18:15:03"
Clark,Midfielder,Liverpool,4.5,0,0,0,0,0,0.5,0,0,,,,100,Available,,0,1285,44,1700,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,627,"Fri Dec 1, 18:15:03"
Coleman,Defender,Everton,4.4,0,0,0,0,0,0,0,0,,,,100,Available,,0,981,169,4847,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",247,"Fri Dec 1, 18:15:03"
Connolly,Forward,Brighton,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent move to Hull City,0,0,0,3670,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 4, 09:39",127,"Fri Dec 1, 18:15:03"
Cook,Defender,Nottm Forest,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to QPR,0,0,0,2260,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 10, 13:47",441,"Fri Dec 1, 18:15:03"
Costelloe,Midfielder,Burnley,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to St Johnstone,0,101,0,2785,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 17, 06:12",164,"Fri Dec 1, 18:15:03"
Coulibaly,Midfielder,Sheffield Utd,4.4,0,0,0,0,0,0,0,0,,,,100,Available,,0,3939,109,4749,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 4, 11:00",478,"Fri Dec 1, 18:15:03"
Coventry,Midfielder,West Ham,4.4,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,5865,99,8281,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,529,"Fri Dec 1, 18:15:03"
Cox,Goalkeeper,Brentford,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,On loan to Bristol Rovers for the season,0,0,0,473,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 26, 11:24",97,"Fri Dec 1, 18:15:03"
Cundle,Midfielder,Wolves,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Plymouth Argyle,0,0,0,1810,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 9, 08:37",550,"Fri Dec 1, 18:15:03"
Cédric,Defender,Arsenal,3.9,0,0,0,0,0,0.5,0,0,,,,100,Available,,0.4,28681,819,30982,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,"Fri Dec 1, 18:15:02"
D.D.Fofana,Forward,Chelsea,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Union Berlin on a season-long loan - Expected back 01 Jul,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Jul 11, 09:30",200,"Fri Dec 1, 18:15:03"
Darlow,Goalkeeper,Newcastle,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent move to Leeds Utd,0,0,0,868,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Jul 31, 07:01",408,"Fri Dec 1, 18:15:03"
Davis,Forward,Aston Villa,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transferred to Udinese,0.1,4950,0,22272,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:12",39,"Fri Dec 1, 18:15:02"
De Fougerolles,Defender,Fulham,4,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0.1,2838,85,3630,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,625,"Fri Dec 1, 18:15:03"
Dele,Midfielder,Everton,4.8,0,0,0,0,0,0,0,0,,,,0,Injured,Hip injury - Unknown return date,0,540,43,3308,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",248,"Fri Dec 1, 18:15:03"
Dennis,Forward,Nottm Forest,4.8,0,0,0,0,0,0,0,0,,,,0,Unavailable,On loan to Istanbul Basaksehir,0.2,6239,0,49502,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Sep 18, 10:38",443,"Fri Dec 1, 18:15:03"
Dervi?o?lu,Forward,Brentford,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transfer to Galatasaray on a permanent basis,0,0,0,769,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Jul 19, 08:49",100,"Fri Dec 1, 18:15:03"
Dibley-Dias,Midfielder,Fulham,4.5,0,0,0,0,0,-0.2,0,0,,,,50,Doubtful,Hamstring injury - 50% chance of playing,0,999,9,892,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Oct 13, 09:30",652,"Fri Dec 1, 18:15:03"
Diego Moreira,Midfielder,Chelsea,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Lyon,0,236,0,274,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:11",681,"Fri Dec 1, 18:15:03"
Dier,Defender,Spurs,4.2,0,0,0,0,0,-1,3.7,18,,,,100,Available,,0.6,30415,992,81561,2389,146,0,0,0,6,3.7,0,0,0,0,0,0,0,34.2,0.9,2,,,496,"Fri Dec 1, 18:15:03"
Dodgson,Defender,Burnley,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Barnsley,0,467,0,3262,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 21:48",622,"Fri Dec 1, 18:15:03"
Donley,Forward,Spurs,4.5,0,0,0,0,0,-1,0,0,,,,100,Available,,0,4754,419,2416,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,722,"Fri Dec 1, 18:15:03"
Dorrington,Defender,Spurs,4,0,0,0,0,0,-1,0,0,,,,100,Available,,0,465,218,70,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,740,"Fri Dec 1, 18:15:03"
Downes,Midfielder,West Ham,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Southampton,0,126,0,1959,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Wed Aug 23, 08:39",531,"Fri Dec 1, 18:15:03"
Dräger,Defender,Nottm Forest,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Transferred to Basel,0.1,796,0,9912,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 28, 07:58",444,"Fri Dec 1, 18:15:03"
Dubravka,Goalkeeper,Newcastle,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,1,30020,798,50303,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Sep 28, 03:30",409,"Fri Dec 1, 18:15:03"
Duffus,Midfielder,Brighton,4.5,0,0,0,0,0,1.2,0,0,,,,100,Available,,0,38,38,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,747,"Fri Dec 1, 18:15:03"
Ebiowei,Midfielder,Crystal Palace,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,1892,37,5220,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 17, 14:00",224,"Fri Dec 1, 18:15:03"
Egan-Riley,Defender,Burnley,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.2,19207,436,15700,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,166,"Fri Dec 1, 18:15:03"
Ekdal,Defender,Burnley,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,3722,609,16231,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 31, 02:00",167,"Fri Dec 1, 18:15:03"
Fabianski,Goalkeeper,West Ham,4.2,0,0,0,0,0,0,0,0,,,,100,Available,,1.3,26704,828,188489,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Oct 27, 13:30",533,"Fri Dec 1, 18:15:03"
Fabinho,Midfielder,Liverpool,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent Transfer to Al-Ittihad,0,0,0,1083,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Tue Aug 1, 09:50",296,"Fri Dec 1, 18:15:03"
Felipe,Defender,Nottm Forest,4.4,0,0,0,0,0,0,0,0,,,,25,Doubtful,Knee injury - 25% chance of playing,0,1125,13,3075,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Oct 19, 16:30",445,"Fri Dec 1, 18:15:03"
Fernandez,Defender,Man Utd,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Granada CF,0.1,5187,0,24412,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Sep 2, 08:57",380,"Fri Dec 1, 18:15:03"
Forson,Midfielder,Man Utd,4.4,0,0,0,0,0,0,0,0,,,,100,Available,,0,827,47,1116,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,632,"Fri Dec 1, 18:15:03"
Forster,Goalkeeper,Spurs,3.9,0,0,0,0,0,-1,0,0,,,,100,Available,,2.2,32017,1664,192170,2829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 16:00",498,"Fri Dec 1, 18:15:03"
Franchi,Goalkeeper,Burnley,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.2,9117,339,9578,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,169,"Fri Dec 1, 18:15:03"
Francis-Clarke,Defender,Luton,4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Dagenham and Redbridge,0,713,0,1289,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Sep 11, 14:13",648,"Fri Dec 1, 18:15:03"
Francois,Midfielder,Fulham,4.4,0,0,0,0,0,0,0,0,,,,0,Injured,Knock - Unknown return date,0,2038,17,3067,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Nov 24, 22:00",272,"Fri Dec 1, 18:15:03"
Fraser,Forward,Wolves,4.5,0,0,0,0,0,-0.1,0,0,,,,25,Doubtful,Muscle injury - 25% chance of playing,0.1,11818,138,8227,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Nov 10, 17:30",704,"Fri Dec 1, 18:15:03"
Fraser,Midfielder,Newcastle,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Southampton,0,285,0,4100,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 28, 08:19",410,"Fri Dec 1, 18:15:03"
Fred,Midfielder,Man Utd,5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Fenerbahce,0,322,0,10691,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 14, 03:59",381,"Fri Dec 1, 18:15:03"
Fredericks,Defender,Bournemouth,4.3,0,0,0,0,0,0,0,0,,,,0,Injured,Calf injury - Unknown return date,0,648,32,2164,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Aug 6, 23:30",68,"Fri Dec 1, 18:15:03"
Freeman,Midfielder,Luton,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Released,0,59,0,1886,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 25, 08:38",322,"Fri Dec 1, 18:15:03"
Freuler,Midfielder,Nottm Forest,4.9,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Bologna,0,105,0,1906,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sun Sep 3, 20:10",446,"Fri Dec 1, 18:15:03"
G.Scarpa,Midfielder,Nottm Forest,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season long loan to Olympiacos,0,296,0,5152,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Mon Aug 21, 08:31",462,"Fri Dec 1, 18:15:03"
G.Shelvey,Goalkeeper,Nottm Forest,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1424,67,2369,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,636,"Fri Dec 1, 18:15:03"
Gbamin,Midfielder,Everton,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Contract cancelled,0,330,0,2345,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Sep 2, 08:58",251,"Fri Dec 1, 18:15:03"
Gilchrist,Defender,Chelsea,4,0,0,0,0,0,0,0,0,,,,100,Available,,0,1472,58,914,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,716,"Fri Dec 1, 18:15:03"
Gillespie,Goalkeeper,Newcastle,3.9,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,4028,70,3987,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,411,"Fri Dec 1, 18:15:03"
González,Midfielder,Wolves,5,0,0,0,0,0,-0.5,0,0,,,,100,Available,,0,1067,77,846,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,698,"Fri Dec 1, 18:15:03"
Goode,Defender,Brentford,3.9,0,0,0,0,0,0.5,0,0,,,,100,Available,,0.2,13724,896,11325,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,102,"Fri Dec 1, 18:15:03"
Gordon,Forward,Crystal Palace,4.5,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Cambridge United,0,7045,0,8925,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 1, 14:48",658,"Fri Dec 1, 18:15:03"
Gore,Midfielder,Man Utd,4.5,0,0,0,0,0,0,0,0,,,,100,Available,,0,600,37,423,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,685,"Fri Dec 1, 18:15:03"
Gray,Midfielder,Everton,5.3,0,0,0,0,0,0,0,0,,,,0,Unavailable,Permanent transfer to Al-Ettifaq,0.1,1890,0,30451,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 8, 08:19",253,"Fri Dec 1, 18:15:03"
Greenwood,Defender,Bournemouth,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.2,11182,324,11666,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,619,"Fri Dec 1, 18:15:03"
Guaita,Goalkeeper,Crystal Palace,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Signed for Celta Vigo,0.2,2528,0,66344,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Sat Sep 2, 08:56",227,"Fri Dec 1, 18:15:03"
Guedes,Midfielder,Wolves,5.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Season-long loan to Benfica,0,1001,0,7567,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Thu Aug 31, 08:54",554,"Fri Dec 1, 18:15:03"
Hause,Defender,Aston Villa,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.2,9791,262,14055,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,"Fri Dec 1, 18:15:02"
Hayden,Midfielder,Newcastle,4.4,0,0,0,0,0,0,0,0,,,,0,Unavailable,Joined Standard Liège on a season-long loan deal,0,851,0,4544,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Sep 8, 08:20",413,"Fri Dec 1, 18:15:03"
Heaton,Goalkeeper,Man Utd,4,0,0,0,0,0,0,0,0,,,,100,Available,,0.1,1973,92,7368,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Fri Aug 11, 13:00",384,"Fri Dec 1, 18:15:03"
Hein,Goalkeeper,Arsenal,4,0,0,0,0,0,0.5,0,0,,,,100,Available,,0.1,3813,132,2747,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,646,"Fri Dec 1, 18:15:02"
