Name,Position,Team,Current Price,Total Points,Points Per Game,Event Points,Form,Value Form,EP Next,ICT Index,BPS,Penalties Order,Direct Freekick Order,Corners/ Indirect Order,Chance Of Playing,Availability,News,Selected By Percent,Transfers In,Transfers In Event,Transfers Out,Transfers Out Event,Minutes,Goals Scored,Assists,Clean Sheets,Goals Conceded,Goals Conceded per 90,Own Goals,Penalties Saved,Penalties Missed,Yellow Cards,Red Cards,Saves,Bonus,Influence,Creativity,Threat,In Dreamteam,News Added,ID,Fetched From FPL (London time)
Botman,Defender,Newcastle,4.5,31,5.2,1,0.2,0,1.2,20.7,131,,,,100,Available,,5.1,1553551,7650,2809986,2414,452,1,1,2,3,0.6,0,0,0,1,0,0,4,131.8,35.9,39,,"Thu Sep 28, 03:30",405,"Tue Dec 19, 16:15:01"
Gomez,Defender,Liverpool,4.5,31,2.2,1,1.6,0.4,1.6,31,142,,,,100,Available,,0.5,56892,452,54315,891,688,0,0,3,5,0.65,0,0,0,2,0,0,1,120.4,136.2,54,,"Mon Nov 13, 01:00",298,"Tue Dec 19, 16:15:01"
Kamara,Midfielder,Aston Villa,5,31,1.9,2,1.6,0.3,0,51.7,200,,,,0,Suspended,Suspended until 14 Jan,0.1,13959,170,16019,496,1347,0,1,5,18,1.2,0,0,0,6,1,0,1,215.4,263.9,36,,"Sun Dec 17, 21:30",47,"Tue Dec 19, 16:15:01"
Mac Allister,Midfielder,Liverpool,5.8,31,2.2,0,2.4,0.4,1.2,39.2,164,,,,50,Doubtful,Knee injury - 50% chance of playing,2.8,164024,51,996818,5495,1086,1,1,3,12,0.99,0,0,0,5,1,0,3,197,164.6,31,,"Wed Dec 6, 23:30",304,"Tue Dec 19, 16:15:01"
Evans,Defender,Man Utd,4,30,3.3,6,1.6,0.4,2.1,15.3,134,,,,100,Available,,0.8,240746,4328,162854,1372,549,0,1,3,7,1.15,0,0,0,1,0,0,3,104.2,39.9,9,,"Thu Nov 9, 09:00",703,"Tue Dec 19, 16:15:01"
Gakpo,Forward,Liverpool,7.2,30,2,1,1.2,0.2,1.2,39.6,95,,,,100,Available,,2.2,171122,1751,601820,2895,646,2,0,2,8,1.11,0,0,0,0,0,0,3,118.2,84,199,,"Sun Oct 1, 02:00",297,"Tue Dec 19, 16:15:01"
Lerma,Midfielder,Crystal Palace,4.7,30,2.5,0,1.4,0.3,1,52.9,146,,,,75,Doubtful,Hamstring injury - 75% chance of playing,0.1,10231,8,35752,671,1036,0,1,3,17,1.48,0,0,0,3,0,0,3,147.2,219.7,162,,"Sat Dec 9, 16:30",231,"Tue Dec 19, 16:15:01"
N.Semedo,Defender,Wolves,4.5,30,1.9,1,2.8,0.6,2.8,47.8,203,,,,100,Available,,0.7,88029,1021,61878,2050,1398,0,1,2,28,1.8,0,0,0,4,0,0,0,252.2,154.1,70,,"Thu Nov 16, 15:00",572,"Tue Dec 19, 16:15:02"
Norwood,Midfielder,Sheffield Utd,4.8,30,2,1,0.8,0.2,0.3,52.4,173,2,1,1,100,Available,,0,8120,42,8066,131,1087,1,0,0,34,2.82,0,0,0,5,0,0,3,241,210.9,72,,"Wed Dec 6, 22:00",488,"Tue Dec 19, 16:15:01"
Toti,Defender,Wolves,4.4,30,2.1,0,2.6,0.6,2.6,26.7,161,,,,100,Available,,0.2,25173,170,15202,849,1012,0,1,1,16,1.42,0,0,0,1,0,0,3,189.8,33.5,41,,,573,"Tue Dec 19, 16:15:02"
Aina,Defender,Nottm Forest,4.5,29,2.6,0,0.2,0,0.2,24.5,152,,,,100,Available,,0.4,67083,232,44094,2324,806,1,1,2,21,2.34,0,0,0,3,0,0,2,162.4,63.4,19,,"Mon Oct 2, 09:30",604,"Tue Dec 19, 16:15:01"
Dawson,Defender,Wolves,4.5,29,1.8,1,2.4,0.5,2.4,55,232,,,,100,Available,,0.5,76005,423,52972,1405,1420,0,0,2,26,1.65,0,0,0,5,0,0,2,344.4,62.9,142,,"Sun Nov 12, 20:00",551,"Tue Dec 19, 16:15:02"
Eriksen,Midfielder,Man Utd,5.8,29,2.6,0,0,0,0.1,33.8,135,,4,,25,Doubtful,Knee injury - 25% chance of playing,0.4,45339,19,76235,368,603,1,1,1,12,1.79,0,0,0,0,0,0,4,148.4,129.7,59,,"Sun Nov 12, 02:00",379,"Tue Dec 19, 16:15:01"
L.Cook,Midfielder,Bournemouth,5,29,2.2,2,3.4,0.7,3.4,40.8,174,,,3,100,Available,,0,2389,101,2962,150,1061,0,1,4,19,1.61,0,0,0,1,1,0,2,183.8,205.6,18,,"Sat Oct 21, 17:30",66,"Tue Dec 19, 16:15:01"
R.Lewis,Defender,Man City,4.3,29,3.6,8,2.8,0.7,0,17.4,104,,,,100,Available,,0.3,60605,1989,77305,650,340,1,0,3,4,1.06,0,0,0,1,0,0,1,61,71,42,,,358,"Tue Dec 19, 16:15:01"
Tielemans,Midfielder,Aston Villa,5.6,29,1.8,0,2.6,0.5,2.3,27.2,119,,,,75,Doubtful,Knock - 75% chance of playing,0.5,22597,50,90293,1794,555,0,3,1,7,1.14,0,0,0,0,0,0,0,122,106.3,42,,"Fri Dec 15, 09:30",58,"Tue Dec 19, 16:15:01"
Barkley,Midfielder,Luton,4.9,28,2.3,2,3.2,0.7,2.2,39.2,130,,1,3,100,Available,,0.1,12818,439,21316,674,893,1,1,0,21,2.12,0,0,0,2,0,0,0,158.2,144.2,92,,"Sat Sep 16, 23:30",630,"Tue Dec 19, 16:15:01"
Bruun Larsen,Midfielder,Burnley,4.9,28,2,2,2.4,0.5,1.9,39,85,,1,1,100,Available,,0,2615,31,2845,67,396,2,0,1,8,1.82,0,0,0,0,0,0,0,104.4,152.9,136,,,608,"Tue Dec 19, 16:15:01"
Caicedo,Midfielder,Chelsea,4.6,28,1.9,3,2,0.4,2,34.6,160,,,,100,Available,,1.3,102468,731,295695,2044,1183,0,0,3,19,1.45,0,0,0,3,0,0,0,174.8,148.6,27,,"Tue Oct 3, 22:30",126,"Tue Dec 19, 16:15:01"
Vini Souza,Midfielder,Sheffield Utd,5,28,1.8,2,1.6,0.3,1.1,30.7,143,,,,100,Available,,0,2021,43,2112,43,1238,0,0,1,34,2.47,0,0,0,2,0,0,1,216.4,42.7,48,,"Thu Aug 10, 15:30",638,"Tue Dec 19, 16:15:01"
Aurier,Defender,Nottm Forest,4.5,27,2.2,0,0.4,0.1,0.2,31.8,137,,,,50,Doubtful,Calf injury - 50% chance of playing,1,257605,26,237496,3780,831,0,2,1,15,1.62,0,0,0,2,0,0,3,187.6,84.8,45,,"Fri Dec 8, 18:30",436,"Tue Dec 19, 16:15:01"
João Gomes,Midfielder,Wolves,4.9,27,1.8,2,1.6,0.3,1.6,29.5,141,,,3,100,Available,,0.1,5718,42,7816,100,1119,0,1,2,22,1.77,0,0,0,5,0,0,0,113.8,147.8,34,,"Mon Nov 27, 22:00",559,"Tue Dec 19, 16:15:02"
R.Varane,Defender,Man Utd,4.9,27,3,6,1.2,0.2,1.7,23.1,130,,,,100,Available,,2.3,432937,3774,596971,1082,430,1,0,2,5,1.05,0,0,0,0,0,0,2,142.2,22.5,66,,"Wed Dec 6, 23:30",395,"Tue Dec 19, 16:15:01"
Reed,Midfielder,Fulham,4.6,27,1.8,1,1.2,0.3,1.7,27,122,,,4,100,Available,,0.4,33442,111,86861,962,778,0,1,3,18,2.08,0,0,0,2,0,0,0,117,137.1,16,,"Thu Aug 31, 02:00",282,"Tue Dec 19, 16:15:01"
Taylor,Defender,Burnley,4,27,2.1,0,2.6,0.6,2.1,35.5,185,,,,100,Available,,5.5,741032,3113,280407,7908,1170,1,1,1,23,1.77,0,0,0,5,0,0,1,230.8,95.1,28,,"Sat Dec 9, 17:30",178,"Tue Dec 19, 16:15:01"
Dominguez,Midfielder,Nottm Forest,5,26,2.9,0,0.6,0.1,0.6,28.3,94,,,,100,Available,,0,6247,10,4875,132,648,1,0,3,11,1.53,0,0,0,1,0,0,3,123,51.8,107,,"Sun Oct 1, 19:30",712,"Tue Dec 19, 16:15:01"
Gana,Midfielder,Everton,4.8,26,2,0,1.2,0.3,1.2,38.1,143,,,,100,Available,,0,3230,23,5471,81,990,1,0,2,15,1.36,0,0,0,5,0,0,2,158.4,138.5,84,,"Sun Dec 10, 19:30",254,"Tue Dec 19, 16:15:01"
Kaboré,Defender,Luton,4,26,1.9,2,0.6,0.2,-0.4,36.2,134,,,,100,Available,,4.8,558182,1652,641837,5857,1047,0,2,0,22,1.89,0,0,0,4,0,0,3,169,146.2,48,,"Wed Dec 6, 21:00",602,"Tue Dec 19, 16:15:01"
Robertson,Defender,Liverpool,6.4,26,3.2,0,0,0,0,52.7,167,,,2,0,Injured,Shoulder injury - Expected back 21 Jan,2.3,467819,118,712961,1629,720,1,0,1,9,1.12,0,0,0,1,0,0,3,196.2,284.3,46,,"Fri Oct 13, 09:30",307,"Tue Dec 19, 16:15:01"
Wan-Bissaka,Defender,Man Utd,4.4,26,3.2,0,0.6,0.1,1.1,22.5,133,,,,100,Available,,2.2,560332,1236,652886,3678,523,0,1,2,7,1.2,0,0,0,2,0,0,5,141.4,63.9,18,,"Mon Sep 18, 12:30",401,"Tue Dec 19, 16:15:01"
Young,Defender,Everton,4.4,26,1.7,0,3,0.7,1.5,41.6,177,,1,5,50,Doubtful,Muscle injury - 50% chance of playing,0.3,30258,10,68723,1114,1209,0,0,3,19,1.41,1,0,0,4,1,0,2,147.6,238.6,28,,"Sun Dec 10, 23:00",588,"Tue Dec 19, 16:15:01"
Diego Carlos,Defender,Aston Villa,4.4,25,2.1,2,3.4,0.8,3.9,23.6,140,,,,100,Available,,0.6,47141,8329,44942,713,723,0,0,2,10,1.24,0,0,0,1,0,0,1,150.2,29.5,57,,"Fri Nov 10, 02:00",41,"Tue Dec 19, 16:15:01"
Estupiñan,Defender,Brighton,5,25,4.2,0,0,0,0,45,112,,,,0,Injured,Muscle injury - Unknown return date,13.8,1858059,114,5596221,20291,495,1,3,0,10,1.82,1,0,0,2,0,0,5,162.8,177.9,110,,"Fri Nov 10, 02:00",131,"Tue Dec 19, 16:15:01"
Gusto,Defender,Chelsea,4.1,25,2.5,1,0.2,0,0.2,20.8,125,,,,100,Available,,4.2,1759818,3722,1535869,6571,539,0,2,2,7,1.17,0,0,0,1,1,0,2,103.4,72.5,32,,"Tue Nov 14, 11:30",203,"Tue Dec 19, 16:15:01"
Hughes,Midfielder,Crystal Palace,4.9,25,1.9,0,1.2,0.2,1.2,40.2,116,,,4,100,Available,,0,1907,19,1708,78,905,0,0,4,19,1.89,0,0,0,2,0,0,0,163.2,201.3,39,,"Sun Aug 6, 23:30",229,"Tue Dec 19, 16:15:01"
Lewis-Potter,Midfielder,Brentford,4.7,25,2.3,9,3.4,0.7,0,23.6,58,,,,100,Available,,0,1930,222,3724,72,408,1,1,1,7,1.54,0,0,0,0,0,0,1,64.6,39.1,134,,"Sat Oct 7, 21:30",107,"Tue Dec 19, 16:15:01"
Lockyer,Defender,Luton,4.3,25,1.7,2,1,0.2,0,40.6,174,,,,100,Available,,0.2,31143,163,30725,1075,1259,1,1,0,24,1.72,1,0,0,4,0,0,1,286.2,39.2,80,,"Sat Dec 2, 19:00",575,"Tue Dec 19, 16:15:01"
Martial,Forward,Man Utd,6.4,25,1.9,0,2.8,0.4,2.5,24.5,73,2,,,75,Doubtful,Illness - 75% chance of playing,0.4,33512,108,42778,1573,439,1,1,1,6,1.23,0,0,0,0,0,0,2,67.2,85,97,,"Wed Dec 13, 16:00",390,"Tue Dec 19, 16:15:01"
Olise,Midfielder,Crystal Palace,5.8,25,4.2,9,4.8,0.8,4.8,42.6,109,,2,2,100,Available,,0.3,51554,6017,34507,970,405,2,0,0,10,2.22,0,0,0,0,0,0,5,129.2,193.6,102,,"Wed Jul 5, 16:30",236,"Tue Dec 19, 16:15:01"
Townsend,Midfielder,Luton,5,25,2.8,1,3,0.6,2,18.3,93,,,4,100,Available,,0,4535,159,2334,314,451,0,3,2,10,2,0,0,0,0,0,0,0,72.6,85.1,26,,,727,"Tue Dec 19, 16:15:01"
Álvarez,Midfielder,West Ham,5,25,1.8,3,1.4,0.3,0.9,29.5,144,,,,100,Available,,0.1,16235,129,18805,379,1067,0,1,2,18,1.52,0,0,0,7,0,0,0,205.6,53.5,37,,"Fri Dec 15, 12:00",642,"Tue Dec 19, 16:15:02"
Bissouma,Midfielder,Spurs,5,24,1.6,0,1.4,0.3,0,53.4,167,,4,,0,Suspended,Suspended until 14 Jan,0.4,82281,53,87023,2261,1211,0,0,6,17,1.26,0,0,0,5,2,0,0,253.2,159.9,120,,"Sat Dec 16, 08:00",493,"Tue Dec 19, 16:15:02"
Diop,Defender,Fulham,4.4,24,2.7,1,0.2,0,0.7,21.5,144,,,,100,Available,,0.4,84320,591,109315,154,790,0,0,3,16,1.82,0,0,0,2,0,0,2,172.4,16.9,25,,"Sat Oct 7, 21:00",271,"Tue Dec 19, 16:15:01"
Elliott,Midfielder,Liverpool,4.8,24,1.7,1,1.8,0.4,1.8,25.9,96,,,,100,Available,,0.2,17100,226,25839,555,310,1,2,0,2,0.58,0,0,0,1,0,0,0,92,98.6,70,,,295,"Tue Dec 19, 16:15:01"
J.Murphy,Midfielder,Newcastle,4.8,24,4.8,0,0,0,0,19.5,85,,,,0,Injured,Shoulder injury - Expected back 13 Jan,0.1,29778,6,44448,252,119,1,3,1,1,0.76,0,0,0,0,0,0,3,103.4,54.3,39,,"Wed Oct 25, 22:30",423,"Tue Dec 19, 16:15:01"
Kalajdži?,Forward,Wolves,4.9,24,2.2,0,0.6,0.1,0.6,20.7,88,,,,100,Available,,0.2,25301,100,27914,487,158,2,0,1,2,1.14,0,0,0,0,0,0,4,94,48.7,66,,,562,"Tue Dec 19, 16:15:02"
Livramento,Defender,Newcastle,4.4,24,2.2,9,4,0.9,5,22.2,115,,,,100,Available,,1.8,194124,15452,39109,1540,562,0,0,2,9,1.44,0,0,0,1,0,0,4,108.8,84.8,27,,,633,"Tue Dec 19, 16:15:01"
Smith,Defender,Bournemouth,4.4,24,2.7,2,4,0.9,4,18.5,108,,,,100,Available,,0.1,7237,279,3973,459,569,0,1,2,8,1.27,0,0,0,0,0,0,0,107.2,75,2,,"Sun Aug 6, 23:30",84,"Tue Dec 19, 16:15:01"
Aarons,Defender,Bournemouth,4.4,23,1.9,0,0,0,0,26.5,161,,,,50,Doubtful,Hamstring injury - 50% chance of playing,0.1,28335,7,29235,186,949,0,1,2,24,2.28,0,0,0,1,0,0,0,149.4,95,20,,"Sun Nov 12, 02:00",643,"Tue Dec 19, 16:15:01"
Beyer,Defender,Burnley,4,23,1.9,1,2.8,0.7,2.3,33.2,196,,,,100,Available,,1.6,85622,1662,351547,1911,1038,0,1,1,21,1.82,0,0,0,5,0,0,4,262.6,44.5,23,,"Sat Dec 2, 18:00",160,"Tue Dec 19, 16:15:01"
Lo Celso,Midfielder,Spurs,4.8,23,3.3,0,4,0.8,2,28.8,93,,,,50,Doubtful,Knock - 50% chance of playing,0.2,30403,58,28563,3292,285,2,0,0,8,2.53,0,0,0,0,0,0,3,116.6,102.2,69,,"Thu Dec 14, 16:00",503,"Tue Dec 19, 16:15:02"
Mpanzu,Midfielder,Luton,4.7,23,1.5,1,1.4,0.3,0.4,17,69,,,,100,Available,,0,3458,17,6564,60,739,0,0,1,14,1.71,0,0,0,0,0,0,0,64.6,67.3,39,,,582,"Tue Dec 19, 16:15:01"
Tosin,Defender,Fulham,4.3,23,4.6,1,4.4,1,4.9,12.7,76,,,,100,Available,,0.2,17275,4948,7139,674,272,1,0,2,3,0.99,0,0,0,0,0,0,2,103.8,2,21,,"Fri Sep 15, 16:00",286,"Tue Dec 19, 16:15:01"
Ajer,Defender,Brentford,4.5,22,2,0,0.2,0,0,32.3,117,,,,0,Injured,Foot injury - Expected back 20 Jan,0.3,42303,4,50336,990,723,0,1,2,13,1.62,0,0,0,4,0,0,1,122.8,94.4,107,,"Sat Dec 2, 18:30",90,"Tue Dec 19, 16:15:01"
Antony,Midfielder,Man Utd,6.8,22,1.7,3,1.4,0.2,1.9,42.1,86,,,,100,Available,,0.6,27727,587,109542,478,764,0,0,3,9,1.06,0,0,0,3,0,0,0,94.8,191.5,139,,"Mon Nov 27, 21:30",372,"Tue Dec 19, 16:15:01"
Chong,Midfielder,Luton,4.8,22,1.6,0,0.8,0.2,-0.2,24.5,60,,,,100,Available,,0.1,11193,44,17226,196,679,1,0,0,17,2.25,0,0,0,3,0,0,0,93.4,54.3,101,,,586,"Tue Dec 19, 16:15:01"
Hudson-Odoi,Midfielder,Nottm Forest,4.7,22,2.8,1,1.4,0.3,1.4,22.8,65,,,3,100,Available,,0.1,40208,61,39427,234,345,1,1,1,6,1.57,0,0,0,0,0,0,3,71.6,110.4,45,,"Sat Oct 21, 19:00",205,"Tue Dec 19, 16:15:01"
Højlund,Forward,Man Utd,6.8,22,1.7,2,1,0.1,1.5,43,27,,,,100,Available,,2.9,1076169,6888,957939,6747,882,0,0,4,12,1.22,0,0,0,1,0,0,0,47.8,136.4,247,,"Sun Nov 12, 02:00",617,"Tue Dec 19, 16:15:01"
Mee,Defender,Brentford,4.8,22,2.4,-2,3.4,0.7,0,28.8,116,,,,0,Suspended,Suspended until 20 Jan,2.1,178732,1808,551453,20006,672,1,1,0,13,1.74,0,0,0,0,1,0,3,156.4,68.6,63,,"Sun Dec 17, 21:30",109,"Tue Dec 19, 16:15:01"
Mengi,Defender,Luton,3.9,22,1.8,2,2.6,0.7,1.6,27.2,132,,,,100,Available,,2.1,259697,7731,76067,4515,950,1,0,0,19,1.8,0,0,0,0,0,0,1,214.6,6.2,50,,"Sat Dec 2, 19:00",393,"Tue Dec 19, 16:15:01"
Murillo,Defender,Nottm Forest,4.5,22,2,0,1,0.2,1,36,178,,,,100,Available,,0.1,10086,152,6538,159,962,0,0,2,20,1.87,0,0,0,2,0,0,1,236.6,48.6,75,,"Mon Dec 11, 00:00",696,"Tue Dec 19, 16:15:01"
Ansu Fati,Midfielder,Brighton,6.4,21,2.3,0,0.2,0,0,32.7,55,,,,0,Injured,Muscle injury - Expected back 24 Feb,0.4,177784,24,158679,1690,286,2,0,1,6,1.89,0,0,0,1,0,0,1,97,54.5,176,,"Sat Nov 25, 19:00",700,"Tue Dec 19, 16:15:01"
C.Doucouré,Midfielder,Crystal Palace,4.9,21,1.9,0,0.2,0,0,34.2,141,,,,0,Injured,Achilles injury - Expected back 19 May,0.1,11440,3,14232,132,920,0,0,3,12,1.17,0,0,0,2,0,0,0,165.8,138.5,36,,"Sat Nov 25, 19:00",223,"Tue Dec 19, 16:15:01"
Casemiro,Midfielder,Man Utd,5.4,21,2.6,0,0,0,0,40.3,94,,,,0,Injured,Hamstring injury - Expected back 14 Jan,2,141713,36,440004,1461,648,1,0,2,11,1.53,0,0,0,1,0,0,0,167.2,112.6,123,,"Thu Nov 2, 11:00",376,"Tue Dec 19, 16:15:01"
Dunk,Defender,Brighton,5,21,1.5,1,0.2,0,0.2,56.7,200,,2,,100,Available,,2.9,331179,7680,490940,2438,1236,1,0,0,25,1.82,0,0,0,3,1,0,1,331.8,90,145,,"Sat Nov 25, 19:00",129,"Tue Dec 19, 16:15:01"
Fábio Vieira,Midfielder,Arsenal,5.4,21,2.6,0,0,0,0,21.9,62,4,,5,0,Injured,Groin Injury - Expected back 20 Jan,0.1,11437,1,18019,96,236,1,3,1,2,0.76,0,0,0,0,1,0,0,79.4,63.6,77,,"Thu Dec 7, 12:00",4,"Tue Dec 19, 16:15:01"
Kova?i?,Midfielder,Man City,4.7,21,1.8,0,0.8,0.2,0,26.1,122,,,,100,Available,,0.4,39047,104,112572,490,667,0,0,3,8,1.08,0,0,0,2,0,0,0,82,131.6,48,,"Tue Nov 14, 11:30",356,"Tue Dec 19, 16:15:01"
Matip,Defender,Liverpool,4.9,21,2.1,0,0.4,0.1,0,26.1,145,,,,0,Injured,Knee injury - Expected back 19 May,0.4,68044,17,74736,1196,779,0,0,2,9,1.04,1,0,0,2,0,0,0,192.8,33.3,35,,"Sun Dec 3, 23:30",305,"Tue Dec 19, 16:15:01"
Miley,Midfielder,Newcastle,4.5,21,3.5,6,3.8,0.8,4.8,25.5,112,,,,100,Available,,0.2,23662,3249,8093,678,478,1,1,1,8,1.51,0,0,0,0,0,0,1,106.6,81.3,68,,"Fri Oct 20, 11:00",635,"Tue Dec 19, 16:15:01"
Nakamba,Midfielder,Luton,4.4,21,1.6,0,0.2,0,-0.8,26.5,131,,,,100,Available,,0.9,176888,219,209930,3373,1131,0,0,0,24,1.91,0,0,0,5,0,0,0,146.4,102.8,14,,"Sun Dec 10, 19:30",52,"Tue Dec 19, 16:15:01"
O'Shea,Defender,Burnley,4.4,21,1.6,1,2.2,0.5,1.7,45.7,191,,,,100,Available,,0.2,12632,249,18834,263,1117,0,2,1,30,2.42,1,0,0,2,0,0,1,300,73,82,,,173,"Tue Dec 19, 16:15:01"
Shaw,Defender,Man Utd,5.2,21,3,5,3,0.6,3.5,31,139,,,1,100,Available,,3.4,261850,6984,2300824,3534,603,0,0,3,7,1.04,0,0,0,3,0,0,0,146.6,146.5,17,,"Tue Dec 12, 23:30",398,"Tue Dec 19, 16:15:01"
Bassey,Defender,Fulham,4.4,20,1.7,0,2.6,0.6,3.1,17.2,148,,,,100,Available,,0.2,11660,501,26312,319,845,0,0,2,16,1.7,0,0,0,0,1,0,0,152.4,7.9,11,,"Thu Sep 28, 03:30",610,"Tue Dec 19, 16:15:01"
Bellegarde,Midfielder,Wolves,4.9,20,2.2,2,2.2,0.4,2.2,24.9,76,,,,100,Available,,0,5826,31,4211,174,460,1,1,0,12,2.35,0,0,0,0,1,0,1,106.6,88.3,55,,"Sat Oct 21, 18:00",715,"Tue Dec 19, 16:15:02"
Endo,Midfielder,Liverpool,5.4,20,1.7,2,2.2,0.4,2.2,12.8,71,,,,100,Available,,0.1,11714,249,9326,345,443,1,0,3,2,0.41,0,0,0,3,0,0,0,83.6,29.7,16,,,668,"Tue Dec 19, 16:15:01"
Kelly,Defender,Bournemouth,4.5,20,2.2,0,0.2,0,0,19.5,137,,,,0,Injured,Hamstring injury - Unknown return date,0,10866,5,10666,155,681,0,0,2,14,1.85,0,0,0,1,0,0,3,119.6,68.5,8,,"Sat Nov 25, 19:00",70,"Tue Dec 19, 16:15:01"
Veltman,Defender,Brighton,4.4,20,1.2,1,0.8,0.2,0.4,28.5,157,,,,50,Doubtful,Knee injury - 50% chance of playing,0.8,98572,216,130063,3096,908,0,1,0,20,1.98,0,0,0,1,0,0,0,180.4,55.3,49,,"Mon Dec 18, 00:00",151,"Tue Dec 19, 16:15:01"
Vinícius,Forward,Fulham,4.7,20,1.8,0,1.4,0.3,1.9,22.8,73,,,,100,Available,,1.5,116104,7691,358485,3249,272,2,0,0,3,0.99,0,0,0,2,0,0,2,80,50,100,,,287,"Tue Dec 19, 16:15:01"
Anderson,Midfielder,Newcastle,4.2,19,2.1,0,0,0,0,25.7,65,,,,0,Injured,Back injury - Expected back 13 Jan,1.9,321559,2507,680712,5893,407,0,1,3,5,1.11,0,0,0,0,0,0,0,83.2,88.8,85,,"Wed Oct 25, 22:30",403,"Tue Dec 19, 16:15:01"
Beto,Forward,Everton,5.7,19,1.6,1,1.6,0.3,1.6,30.2,41,,,,100,Available,,0.1,57759,561,49638,620,414,1,0,2,5,1.09,0,0,0,1,0,0,0,63.8,76.2,170,,"Thu Nov 30, 23:30",691,"Tue Dec 19, 16:15:01"
Davies,Defender,Spurs,4.3,19,1.7,5,2,0.5,2,25.4,133,,,,100,Available,,0.5,27107,2473,58866,410,628,0,1,1,10,1.43,0,0,0,1,0,0,0,178.4,37.7,37,,"Thu Nov 2, 14:30",495,"Tue Dec 19, 16:15:02"
McBurnie,Forward,Sheffield Utd,5.4,19,2.1,2,1,0.2,0.5,43.3,58,1,,,100,Available,,0,7083,298,9370,153,586,2,1,0,19,2.92,0,0,0,1,2,0,1,144.8,80.1,208,,"Sat Dec 2, 18:00",485,"Tue Dec 19, 16:15:01"
Odobert,Midfielder,Burnley,5,19,2.4,2,1.8,0.4,1.3,27.4,83,,,,100,Available,,0,1310,32,1045,73,324,2,0,0,10,2.78,0,0,0,2,0,0,0,106.6,72.5,95,,,660,"Tue Dec 19, 16:15:01"
Onyeka,Midfielder,Brentford,4.9,19,1.3,0,1.2,0.2,0,35.4,82,,,,0,Suspended,Suspended until 30 Dec,0,2622,14,2447,139,705,0,1,1,17,2.17,0,0,0,5,0,0,0,133.2,120.5,101,,"Sun Dec 17, 21:30",111,"Tue Dec 19, 16:15:01"
Roerslev,Defender,Brentford,4.4,19,1.5,1,0.6,0.1,0,21.6,106,,,,100,Available,,0.1,6776,20,7914,116,600,0,0,1,10,1.5,0,0,0,0,0,0,0,110.2,91.8,13,,"Mon Nov 27, 21:30",114,"Tue Dec 19, 16:15:01"
Schade,Midfielder,Brentford,5.3,19,3.8,0,0,0,0,15.1,40,,,,0,Injured,Muscle injury - Expected back 20 Jan,0.1,18594,2,25841,38,255,1,1,1,2,0.71,0,0,0,0,0,0,2,48.2,42,62,,"Sat Sep 23, 22:00",115,"Tue Dec 19, 16:15:01"
Sinisterra,Midfielder,Bournemouth,5.5,19,2.1,0,1.8,0.3,1.8,28.8,59,,,,100,Available,,0,4463,108,2953,367,260,1,1,1,6,2.08,0,0,0,0,0,0,0,88,77.6,122,,,705,"Tue Dec 19, 16:15:01"
Tete,Defender,Fulham,4.4,19,2.7,0,1.4,0.3,1.9,24,99,,,,100,Available,,0.3,25730,349,59223,473,530,1,0,2,12,2.04,0,0,0,2,0,0,0,131.2,62.4,46,,"Sat Sep 23, 22:00",285,"Tue Dec 19, 16:15:01"
Yates,Midfielder,Nottm Forest,4.8,19,1.4,2,1.6,0.3,1.6,24.9,69,,,,100,Available,,0,1331,45,3379,35,696,0,0,1,15,1.94,0,0,0,3,0,0,1,111,41.7,98,,"Mon Oct 2, 09:30",470,"Tue Dec 19, 16:15:01"
Benrahma,Midfielder,West Ham,5.6,18,1.6,0,0.4,0.1,-0.1,36.9,52,2,2,,100,Available,,0.4,31738,138,86826,584,482,0,1,1,8,1.49,0,0,0,1,0,0,0,63.2,144.4,162,,,525,"Tue Dec 19, 16:15:02"
Broja,Forward,Chelsea,4.9,18,2,1,1.2,0.2,1.2,14.5,43,,,,100,Available,,0.2,69664,540,59276,1118,245,1,1,1,4,1.47,0,0,0,0,0,0,0,38.6,25,84,,"Wed Oct 18, 22:00",193,"Tue Dec 19, 16:15:01"
Cullen,Midfielder,Burnley,5,18,1.6,0,0.2,0,-0.3,26.1,119,,,,100,Available,,0.1,7140,16,10159,57,844,0,1,0,24,2.56,0,0,0,5,0,0,0,128.8,114.2,18,,"Mon Dec 4, 16:30",165,"Tue Dec 19, 16:15:01"
Ghoddos,Midfielder,Brentford,4.5,18,1.5,1,1.8,0.4,0,23.8,78,,,3,100,Available,,0.1,12342,103,6708,458,511,1,0,0,10,1.76,0,0,0,4,0,0,0,106.2,106,25,,"Thu Nov 23, 12:30",701,"Tue Dec 19, 16:15:01"
Gravenberch,Midfielder,Liverpool,5,18,1.5,3,1.6,0.3,1.2,26.6,69,,,,75,Doubtful,Hamstring injury - 75% chance of playing,0.1,27246,155,20860,663,508,0,0,2,6,1.06,0,0,0,0,0,0,0,68,98.2,101,,"Mon Dec 18, 00:00",708,"Tue Dec 19, 16:15:01"
Gudmundsson,Midfielder,Burnley,4.8,18,1.6,0,1.2,0.3,0.7,50.3,98,,2,2,100,Available,,0,3158,13,5728,80,651,0,1,1,11,1.52,0,0,0,2,0,0,0,107,328.9,66,,"Mon Sep 25, 13:00",170,"Tue Dec 19, 16:15:01"
